N_ilg,median_chi2N_ilg,mean_chi2N_ilg,N_mond,median_chi2N_mond,mean_chi2N_mond,policy
175,7.1057204783376,48.03424019947095,175,1.854673563454418,4.126588336168141,pure-global (no per-galaxy tuning); analytic n(r); global M/L=1.0; simplified errors
